Home,Away,Outcome,Odd_1,Odd_X,Odd_2,anno
Crotone,Bologna,2,2.96,3.05,2.63,2016
Juventus,Bologna,1,1.22,6.31,14.63,2016
Milan,Cagliari,1,1.36,5.06,8.88,2016
Chievo,Atalanta,2,3.31,3.15,2.33,2016
Genoa,Roma,2,3.78,3.6,1.98,2016
Lazio,Crotone,1,1.28,5.64,11.25,2016
Sassuolo,Torino,X,2.9,3.36,2.46,2016
Udinese,Inter,2,3.86,3.49,1.99,2016
Napoli,Sampdoria,1,1.27,6.0,11.06,2016
Empoli,Palermo,1,2.01,3.24,4.11,2016
Roma,Chievo,1,1.34,5.01,9.84,2016
Cagliari,Sassuolo,1,2.42,3.39,2.98,2016
Fiorentina,Napoli,X,4.23,3.72,1.83,2016
Palermo,Pescara,X,2.24,3.1,3.57,2016
Sampdoria,Udinese,X,1.95,3.49,4.03,2016
Torino,Genoa,1,1.81,3.69,4.5,2016
Inter,Lazio,1,2.1,3.46,3.56,2016
Atalanta,Empoli,1,1.5,4.17,7.06,2016
Genoa,Palermo,2,1.52,3.98,7.31,2016
Lazio,Fiorentina,1,1.81,3.72,4.32,2016
Chievo,Sampdoria,1,2.2,3.23,3.53,2016
Napoli,Torino,1,1.44,4.69,7.25,2016
Pescara,Bologna,2,2.39,3.21,3.14,2016
Udinese,Crotone,1,1.62,3.78,6.0,2016
Sassuolo,Inter,2,4.58,3.8,1.78,2016
Juventus,Roma,1,1.71,3.66,5.5,2016
Milan,Atalanta,X,2.28,3.1,3.49,2016
Empoli,Cagliari,1,2.1,3.27,3.75,2016
Genoa,Fiorentina,1,2.88,2.77,2.87,2016
Roma,Milan,1,1.65,4.0,5.28,2016
Fiorentina,Sassuolo,1,1.6,3.97,5.78,2016
Inter,Genoa,1,1.64,3.89,5.49,2016
Atalanta,Udinese,2,1.71,3.63,5.38,2016
Bologna,Empoli,X,2.18,3.2,3.6,2016
Palermo,Chievo,2,2.98,3.01,2.66,2016
Torino,Juventus,2,4.5,3.44,1.87,2016
Cagliari,Napoli,2,6.94,4.59,1.47,2016
Sampdoria,Lazio,2,3.38,3.45,2.19,2016
Crotone,Pescara,1,2.83,3.21,2.62,2016
Udinese,Bologna,1,1.98,3.28,4.23,2016
Chievo,Genoa,X,2.5,3.07,3.11,2016
Fiorentina,Palermo,1,1.34,5.25,8.95,2016
Lazio,Roma,2,2.77,3.39,2.55,2016
Pescara,Cagliari,X,2.2,3.37,3.35,2016
Sampdoria,Torino,1,2.91,3.4,2.44,2016
Sassuolo,Empoli,1,1.8,3.56,4.69,2016
Milan,Crotone,1,1.31,5.44,10.13,2016
Juventus,Atalanta,1,1.44,4.31,7.94,2016
Napoli,Inter,1,1.78,3.73,4.25,2016
Inter,Fiorentina,1,2.1,3.41,3.58,2016
Napoli,Sassuolo,X,1.31,5.44,10.25,2016
Roma,Pescara,1,1.2,7.13,14.38,2016
Bologna,Atalanta,2,3.03,3.15,2.53,2016
Cagliari,Udinese,1,2.38,3.26,3.1,2016
Crotone,Sampdoria,X,2.96,3.31,2.46,2016
Genoa,Juventus,1,6.49,3.55,1.64,2016
Palermo,Lazio,2,5.34,3.9,1.67,2016
Empoli,Milan,2,3.46,3.25,2.21,2016
Torino,Chievo,1,1.69,3.68,5.55,2016
Milan,Inter,X,2.88,3.06,2.68,2016
Atalanta,Roma,1,3.74,3.53,2.03,2016
Bologna,Palermo,1,1.86,3.45,4.63,2016
Crotone,Torino,2,4.76,3.71,1.76,2016
Empoli,Fiorentina,2,3.74,3.44,2.05,2016
Lazio,Genoa,1,1.71,3.84,4.94,2016
Sampdoria,Sassuolo,1,2.21,3.38,3.36,2016
Juventus,Pescara,1,1.14,8.06,19.25,2016
Udinese,Napoli,2,4.93,3.91,1.7,2016
Chievo,Cagliari,1,1.94,3.43,4.21,2016
Roma,Bologna,1,1.24,6.25,11.67,2016
Fiorentina,Sampdoria,X,1.55,4.08,6.2,2016
Inter,Crotone,1,1.27,5.72,12.23,2016
Chievo,Juventus,2,7.0,3.77,1.54,2016
Genoa,Udinese,X,1.88,3.43,4.43,2016
Palermo,Milan,2,5.17,3.68,1.71,2016
Sassuolo,Atalanta,2,2.58,3.2,2.88,2016
Pescara,Empoli,2,2.33,3.22,3.22,2016
Napoli,Lazio,X,1.68,3.93,5.17,2016
Torino,Cagliari,1,1.54,4.29,6.08,2016
Cagliari,Palermo,1,1.74,3.68,4.95,2016
Udinese,Torino,X,2.67,3.3,2.68,2016
Sampdoria,Inter,1,3.66,3.53,2.05,2016
Milan,Pescara,1,1.35,4.95,9.31,2016
Crotone,Chievo,1,3.53,3.21,2.22,2016
Empoli,Roma,X,5.81,4.04,1.59,2016
Lazio,Sassuolo,1,1.49,4.35,7.01,2016
Atalanta,Genoa,1,2.34,3.21,3.34,2016
Juventus,Napoli,1,1.76,3.54,5.25,2016
Bologna,Fiorentina,2,3.82,3.32,2.08,2016
Palermo,Udinese,2,2.86,3.24,2.6,2016
Chievo,Bologna,X,2.06,3.11,4.03,2016
Fiorentina,Crotone,X,1.25,6.0,11.88,2016
Inter,Torino,1,1.93,3.59,4.01,2016
Juventus,Sampdoria,1,1.2,6.68,15.13,2016
Lazio,Cagliari,1,1.45,4.53,7.05,2016
Napoli,Empoli,1,1.25,5.81,12.38,2016
Pescara,Atalanta,2,2.83,3.22,2.6,2016
Sassuolo,Roma,2,4.11,3.6,1.88,2016
Genoa,Milan,1,2.84,3.26,2.58,2016
Roma,Palermo,1,1.22,6.94,13.63,2016
Bologna,Sassuolo,X,2.83,3.05,2.75,2016
Atalanta,Inter,1,3.26,3.3,2.29,2016
Cagliari,Fiorentina,2,3.45,3.26,2.21,2016
Crotone,Napoli,2,9.63,5.31,1.33,2016
Empoli,Chievo,X,2.46,3.01,3.22,2016
Torino,Lazio,X,2.14,3.46,3.48,2016
Udinese,Pescara,1,1.86,3.53,4.43,2016
Milan,Juventus,1,4.56,3.43,1.88,2016
Sampdoria,Genoa,1,3.04,3.25,2.48,2016
Palermo,Torino,2,4.36,3.38,1.9,2016
Chievo,Milan,2,3.03,3.08,2.56,2016
Genoa,Empoli,X,1.8,3.5,4.95,2016
Inter,Cagliari,2,1.34,5.05,9.38,2016
Lazio,Bologna,X,1.44,4.29,8.25,2016
Sassuolo,Crotone,1,1.53,4.15,6.7,2016
Fiorentina,Atalanta,X,1.69,3.71,5.44,2016
Juventus,Udinese,1,1.2,6.88,16.0,2016
Pescara,Sampdoria,X,2.43,3.29,3.01,2016
Napoli,Roma,2,1.89,3.63,4.24,2016
Roma,Inter,1,1.89,3.65,4.08,2016
Milan,Sassuolo,1,1.62,3.88,5.88,2016
Torino,Fiorentina,1,2.43,3.22,3.09,2016
Atalanta,Napoli,1,5.23,3.74,1.71,2016
Bologna,Genoa,2,2.51,3.19,3.0,2016
Cagliari,Crotone,1,1.63,3.95,5.63,2016
Sampdoria,Palermo,X,1.71,3.69,5.34,2016
Empoli,Juventus,2,10.31,5.08,1.33,2016
Udinese,Lazio,2,2.98,3.28,2.45,2016
Pescara,Chievo,2,2.65,3.13,2.86,2016
Cagliari,Sampdoria,1,2.1,3.32,3.53,2016
Crotone,Atalanta,2,4.42,3.3,1.93,2016
Fiorentina,Milan,X,2.24,3.26,3.4,2016
Genoa,Pescara,X,1.67,3.69,5.5,2016
Inter,Bologna,X,1.44,4.48,7.5,2016
Lazio,Empoli,1,1.49,4.19,7.19,2016
Sassuolo,Udinese,1,2.04,3.38,3.9,2016
Torino,Roma,1,3.43,3.53,2.13,2016
Napoli,Chievo,1,1.37,4.88,8.81,2016
Palermo,Juventus,2,12.88,5.88,1.25,2016
Roma,Crotone,1,1.14,7.63,19.63,2016
Atalanta,Palermo,2,1.55,3.8,6.69,2016
Chievo,Sassuolo,1,2.29,3.11,3.34,2016
Empoli,Inter,2,3.85,3.35,2.02,2016
Genoa,Napoli,X,4.8,3.69,1.73,2016
Juventus,Cagliari,1,1.19,6.75,15.63,2016
Pescara,Torino,X,3.14,3.2,2.35,2016
Udinese,Fiorentina,X,3.18,3.15,2.36,2016
Bologna,Sampdoria,1,2.23,3.14,3.49,2016
Milan,Lazio,1,2.26,3.29,3.19,2016
Fiorentina,Roma,1,2.95,3.4,2.38,2016
Inter,Juventus,1,4.78,3.41,1.81,2016
Cagliari,Atalanta,1,2.43,3.25,2.96,2016
Crotone,Palermo,X,2.83,3.2,2.58,2016
Sassuolo,Genoa,1,2.37,3.24,3.08,2016
Torino,Empoli,X,1.68,3.61,5.56,2016
Udinese,Chievo,2,2.14,3.18,3.72,2016
Napoli,Bologna,1,1.25,5.69,12.25,2016
Lazio,Pescara,1,1.48,4.34,7.13,2016
Sampdoria,Milan,2,3.05,3.3,2.36,2016
Empoli,Crotone,1,1.72,3.6,5.29,2016
Pescara,Inter,2,4.36,3.55,1.84,2016
Milan,Udinese,2,1.56,4.07,5.94,2016
Roma,Sampdoria,1,1.37,4.94,8.19,2016
Atalanta,Torino,1,2.51,3.2,2.9,2016
Chievo,Lazio,X,3.39,3.13,2.26,2016
Bologna,Cagliari,1,2.18,3.21,3.51,2016
Palermo,Napoli,2,8.69,5.08,1.36,2016
Juventus,Sassuolo,1,1.3,5.08,11.19,2016
Cagliari,Roma,X,5.15,4.08,1.63,2016
Crotone,Genoa,2,6.19,3.8,1.59,2016
Fiorentina,Chievo,1,1.61,3.74,6.06,2016
Sampdoria,Atalanta,1,2.47,3.24,2.95,2016
Torino,Bologna,1,1.85,3.36,4.6,2016
Udinese,Empoli,1,2.06,3.25,3.85,2016
Inter,Palermo,X,1.3,5.49,10.0,2016
Napoli,Milan,1,1.61,4.05,5.58,2016
Lazio,Juventus,2,4.15,3.25,2.0,2016
Atalanta,Lazio,2,2.81,3.16,2.63,2016
Bologna,Crotone,1,1.73,3.4,5.56,2016
Chievo,Inter,1,3.74,3.28,2.07,2016
Empoli,Sampdoria,2,2.14,3.28,3.58,2016
Genoa,Cagliari,1,1.98,3.4,4.01,2016
Palermo,Sassuolo,2,3.23,3.15,2.36,2016
Pescara,Napoli,X,7.75,4.46,1.42,2016
Milan,Torino,1,1.87,3.49,4.35,2016
Juventus,Fiorentina,1,1.48,4.0,7.56,2016
Roma,Udinese,1,1.44,4.46,7.19,2016
